Kd_t,Kd_c,aR,gR,dR,gT,aL_vals[0],gL,gC,gN,cis_act,cis_inh,peak_width
4.06,8.02,0.05,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,74.55,0.0,39.8080824088748
4.06,10.0,0.05,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,75.41,0.0,39.8080824088748
6.04,0.1,0.05,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,5.95,65.16,39.8080824088748
6.04,2.08,0.05,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,57.68,0.0,39.8080824088748
6.04,4.06,0.05,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,66.45,0.0,39.8080824088748
6.04,6.04,0.05,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,69.99,0.0,39.8080824088748
6.04,8.02,0.05,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,71.9,0.0,39.8080824088748
6.04,10.0,0.05,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,73.1,0.0,39.8080824088748
8.02,0.1,0.05,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,4.68,73.02,39.8080824088748
8.02,2.08,0.05,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,52.41,0.0,39.8080824088748
8.02,4.06,0.05,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,62.75,0.0,39.8080824088748
8.02,6.04,0.05,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,67.05,0.0,39.8080824088748
8.02,8.02,0.05,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,69.43,0.0,39.8080824088748
8.02,10.0,0.05,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,70.93,0.0,39.8080824088748
10.0,0.1,0.05,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,3.89,80.24,39.8080824088748
10.0,2.08,0.05,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,47.79,0.0,39.8080824088748
10.0,4.06,0.05,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,59.39,0.0,39.8080824088748
10.0,6.04,0.05,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,64.34,0.0,39.8080824088748
10.0,8.02,0.05,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,67.1,0.0,39.8080824088748
10.0,10.0,0.05,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,68.88,0.0,39.8080824088748
0.1,0.1,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,71.67,0.0,39.8080824088748
0.1,2.08,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,80.08,0.0,1.5
0.1,4.06,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,80.31,0.0,1.5
0.1,6.04,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,80.39,0.0,1.5
0.1,8.02,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,80.43,0.0,1.5
0.1,10.0,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,80.46,0.0,1.5
2.08,0.1,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,13.69,100.36,1.5
2.08,2.08,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,71.08,0.0,1.5
2.08,4.06,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,75.13,0.0,1.5
2.08,6.04,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,76.61,0.0,1.5
2.08,8.02,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,77.38,0.0,1.5
2.08,10.0,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,77.85,0.0,1.5
4.06,0.1,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,7.56,108.08,1.5
4.06,2.08,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,63.57,0.0,1.5
4.06,4.06,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,70.5,0.0,1.5
4.06,6.04,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,73.14,0.0,1.5
4.06,8.02,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,74.54,0.0,1.5
4.06,10.0,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,75.4,0.0,1.5
6.04,0.1,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,5.28,116.07,1.5
6.04,2.08,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,56.94,0.0,1.5
6.04,4.06,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,66.32,0.0,1.5
6.04,6.04,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,69.94,0.0,1.5
6.04,8.02,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,71.87,0.0,1.5
6.04,10.0,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,73.09,0.0,1.5
8.02,0.1,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,4.1,124.69,1.5
8.02,2.08,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,50.65,0.0,1.5
8.02,4.06,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,62.5,0.0,1.5
8.02,6.04,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,66.96,0.0,1.5
8.02,8.02,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,69.38,0.0,1.5
8.02,10.0,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,70.9,0.0,1.5
10.0,0.1,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,3.39,134.02,1.5
10.0,2.08,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,43.86,0.0,1.5
10.0,4.06,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,58.94,0.0,1.5
10.0,6.04,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,64.17,0.0,1.5
10.0,8.02,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,67.02,0.0,1.5
10.0,10.0,0.07,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,68.82,0.0,1.5
0.1,0.1,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,71.61,0.0,1.5
0.1,2.08,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,80.08,0.0,1.5
0.1,4.06,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,80.31,0.0,1.5
0.1,6.04,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,80.39,0.0,1.5
0.1,8.02,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,80.43,0.0,1.5
0.1,10.0,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,80.46,0.0,1.5
2.08,0.1,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,9.62,110.52,1.5
2.08,2.08,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,71.02,0.0,1.3333333333333333
2.08,4.06,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,75.12,0.0,1.3333333333333333
2.08,6.04,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,76.6,0.0,1.3333333333333333
2.08,8.02,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,77.38,0.0,1.3333333333333333
2.08,10.0,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,77.85,0.0,1.3333333333333333
4.06,0.1,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,4.16,130.06,1.3333333333333333
4.06,2.08,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,58.53,98.61,1.4
4.06,4.06,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,70.44,0.0,1.3333333333333333
4.06,6.04,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,73.12,0.0,1.3333333333333333
4.06,8.02,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,74.52,0.0,1.3333333333333333
4.06,10.0,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,75.39,0.0,1.3333333333333333
6.04,0.1,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,2.76,154.8,1.3333333333333333
6.04,2.08,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,50.53,99.71,1.4
6.04,4.06,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,66.13,0.0,1.4
6.04,6.04,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,69.87,0.0,1.4
6.04,8.02,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,71.84,0.0,1.25
6.04,10.0,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,73.07,0.0,1.25
8.02,0.1,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,2.29,175.49,1.25
8.02,2.08,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,26.96,100.59,1.25
8.02,4.06,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,53.84,96.47,1.4
8.02,6.04,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,66.82,0.0,1.4
8.02,8.02,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,69.31,0.0,1.25
8.02,10.0,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,70.86,0.0,1.25
10.0,0.1,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,2.03,195.33,1.25
10.0,2.08,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,23.2,101.46,1.25
10.0,4.06,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,49.48,97.61,1.4
10.0,6.04,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,63.92,0.0,1.4
10.0,8.02,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,66.91,0.0,1.25
10.0,10.0,0.09,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,68.76,0.0,1.25
0.1,0.1,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,62.85,101.3,2.0
0.1,2.08,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,80.08,0.0,1.5
0.1,4.06,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,80.31,0.0,1.5
0.1,6.04,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,80.39,0.0,1.5
0.1,8.02,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,80.43,0.0,1.5
0.1,10.0,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,80.46,0.0,1.5
2.08,0.1,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,5.66,121.23,1.5
2.08,2.08,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,67.8,100.94,2.3333333333333335
2.08,4.06,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,75.1,0.0,1.3333333333333333
2.08,6.04,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,76.6,0.0,1.3333333333333333
2.08,8.02,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,77.37,0.0,1.3333333333333333
2.08,10.0,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,77.85,0.0,1.3333333333333333
4.06,0.1,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,3.57,138.64,1.3333333333333333
4.06,2.08,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,39.82,102.03,1.6666666666666667
4.06,4.06,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,64.59,100.59,2.3333333333333335
4.06,6.04,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,73.09,0.0,1.6666666666666667
4.06,8.02,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,74.51,0.0,1.6666666666666667
4.06,10.0,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,75.38,0.0,1.6666666666666667
6.04,0.1,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,2.76,156.53,1.6666666666666667
6.04,2.08,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,31.94,102.73,1.25
6.04,4.06,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,58.61,100.97,2.3333333333333335
6.04,6.04,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,61.68,100.04,2.3333333333333335
6.04,8.02,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,71.8,0.0,1.6666666666666667
6.04,10.0,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,73.04,0.0,1.6666666666666667
8.02,0.1,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,2.33,174.96,1.6666666666666667
8.02,2.08,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,26.65,103.4,1.25
8.02,4.06,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,53.36,101.24,1.75
8.02,6.04,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,57.14,100.45,1.75
8.02,8.02,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,59.03,99.15,2.3333333333333335
8.02,10.0,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,70.81,0.0,1.6666666666666667
10.0,0.1,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,2.06,193.95,1.6666666666666667
10.0,2.08,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,22.86,104.06,1.6666666666666667
10.0,4.06,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,48.58,101.48,1.75
10.0,6.04,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,53.14,100.73,1.75
10.0,8.02,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,55.3,99.65,1.75
10.0,10.0,0.11,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,68.67,0.0,1.25
0.1,0.1,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,62.3,101.6,4.0
0.1,2.08,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,80.08,0.0,1.5
0.1,4.06,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,80.31,0.0,1.5
0.1,6.04,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,80.39,0.0,1.5
0.1,8.02,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,80.43,0.0,1.5
0.1,10.0,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,80.46,0.0,1.5
2.08,0.1,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,5.67,121.36,1.5
2.08,2.08,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,52.63,101.78,1.6666666666666667
2.08,4.06,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,75.08,0.0,1.3333333333333333
2.08,6.04,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,76.59,0.0,1.3333333333333333
2.08,8.02,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,77.37,0.0,1.3333333333333333
2.08,10.0,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,77.84,0.0,1.3333333333333333
4.06,0.1,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,3.6,138.28,1.3333333333333333
4.06,2.08,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,39.54,102.43,1.6666666666666667
4.06,4.06,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,64.47,101.34,2.3333333333333335
4.06,6.04,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,66.84,101.1,2.3333333333333335
4.06,8.02,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,74.49,0.0,1.6666666666666667
4.06,10.0,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,75.37,0.0,1.6666666666666667
6.04,0.1,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,2.79,155.62,1.6666666666666667
6.04,2.08,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,31.55,103.08,1.6666666666666667
6.04,4.06,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,34.55,102.6,1.6666666666666667
6.04,6.04,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,61.57,101.28,2.3333333333333335
6.04,8.02,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,63.19,100.99,2.3333333333333335
6.04,10.0,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,73.02,0.0,1.6666666666666667
8.02,0.1,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,2.36,173.43,1.6666666666666667
8.02,2.08,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,26.16,103.75,1.25
8.02,4.06,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,29.23,103.13,1.6666666666666667
8.02,6.04,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,56.92,101.43,2.3333333333333335
8.02,8.02,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,58.92,101.17,2.3333333333333335
8.02,10.0,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,60.11,100.81,2.3333333333333335
10.0,0.1,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,2.09,191.73,2.3333333333333335
10.0,2.08,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,22.3,104.44,1.25
10.0,4.06,0.13,0.8664339756999315,0.01,9.902102579427789,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,25.35,103.65,1.25
